year,date,team,opponent,win,srs,outcome,PTS,REB,AST,STL,BLK,TOV,TS%,3P%,,,N,O,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,
2023,2023-03-17,Saint Mary's (CA),Virginia Commonwealth,-0.006,7.52,W,-1.5,-0.3,-1.0,-1.3,-1.4,3.3,-0.001,0.015,2022,Memphis,2.40,Team,33,40,26.9,57.4,0.469,20.7,39.9,0.519,6.2,17.5,0.355,15.1,21.7,0.694,12.5,26.3,38.8,15.8,8.4,5.5,16,18.8,75.2,Opponent,33,40,23.4,58.8,0.397,15.3,33.6,0.455,8.1,25.2,0.32,13.5,19.5,0.694,11.7,21,32.7,13.3,9.2,3.5,14.5,18.5,68.3,0.562,0.507
2023,2023-03-19,Saint Mary's (CA),Connecticut,0.030,-5.54,L,-5.9,0.6,-0.4,-1.9,-1.6,1.2,-0.005,0.018,2022,Miami (FL),3.00,Team,37,40.1,27.3,57.7,0.473,20.4,37.2,0.548,6.9,20.5,0.339,12.4,16.6,0.742,7.3,23.3,30.6,14.1,8.9,3.2,9.5,14.9,73.9,Opponent,37,40.1,26.5,57.7,0.459,18.8,35.4,0.53,7.7,22.3,0.345,9.7,14.3,0.679,10.2,25.2,35.4,15.2,5.1,3.4,13.9,15.4,70.4,0.568,0.550
2023,2023-03-16,San Diego State,College of Charleston,-0.099,7.41,W,-6.3,-0.7,-1.3,-1.3,-1.8,0.6,-0.007,-0.003,2022,Michigan,2.36,Team,34,40,26.9,57.6,0.467,20.6,39.1,0.527,6.3,18.5,0.339,12.6,16.9,0.746,9.9,25.8,35.7,14.1,4.7,3.3,11.6,15.2,72.6,Opponent,34,40,25.9,58.7,0.441,19.3,38.2,0.504,6.6,20.4,0.324,11,15,0.734,8.2,22.1,30.3,11.1,5.4,3.2,9.9,15.9,69.4,0.558,0.531
2023,2023-03-18,San Diego State,Furman,0.018,10.92,W,-8.7,-2.4,-3.2,-3.4,-3.3,-0.2,-0.042,-0.021,2022,Michigan State,2.64,Team,36,40,26.1,57.2,0.456,18.8,37.9,0.496,7.3,19.3,0.378,12.8,17.1,0.75,10.1,26.8,36.9,15.7,5.7,5,12.8,16.9,72.3,Opponent,36,40,25,59.4,0.421,18,37.1,0.485,7.1,22.3,0.316,11.9,16.8,0.708,10,22.8,32.8,12.9,6.3,3.4,10.4,16.9,69,0.559,0.517
2023,2023-03-24,San Diego State,Alabama,-0.040,-7.38,W,-7.7,-3.0,-0.8,-2.7,-2.3,0.5,0.012,0.007,2022,Montana State,2.40,Team,35,40.4,26.4,55.8,0.473,18.7,34.9,0.536,7.7,20.8,0.368,16.1,21.4,0.754,8.7,26.4,35.1,13.2,5.2,3.7,12.9,18.3,76.5,Opponent,35,40.4,24,56.1,0.428,17.5,36.3,0.482,6.5,19.8,0.329,14.7,19.6,0.752,7.8,23.2,31,9.6,6.5,2.8,12.9,19.9,69.3,0.587,0.535
2023,2023-03-26,San Diego State,Creighton,0.176,-2.02,W,-5.1,-0.9,-2.0,-2.1,-1.9,-1.6,-0.015,-0.029,2022,Murray State,2.58,Team,34,40.1,28.8,60.5,0.476,20.8,37.7,0.551,8,22.8,0.351,13.6,19.6,0.692,12.5,26.6,39.1,14.7,7.8,3.2,11.4,15.4,79.1,Opponent,34,40.1,23.2,56.2,0.412,16.4,33.5,0.489,6.8,22.8,0.3,10.1,14.8,0.679,8.9,22.4,31.3,10.3,5.4,3.9,13.9,16.8,63.2,0.572,0.504
2023,2023-04-01,San Diego State,Florida Atlantic,-0.099,1.89,W,-4.2,0.8,1.5,-0.4,-0.1,-0.2,-0.013,-0.029,2022,New Mexico State,2.85,Team,34,40.1,25.6,56.3,0.454,17.7,32.4,0.546,7.9,23.9,0.33,13.5,19.2,0.702,10.9,27.3,38.2,13.7,5,4.1,14.1,15.9,72.5,Opponent,34,40.1,22.6,58.1,0.389,15.1,33.3,0.454,7.5,24.8,0.301,12,16,0.747,9.1,22,31.1,11.2,6.9,2.1,11.9,18.8,64.6,0.560,0.496
2023,2023-04-03,San Diego State,Connecticut,0.055,-7.14,L,-4.0,2.8,1.6,-0.2,0.3,0.5,-0.014,-0.014,2022,Norfolk State,2.86,Team,31,40,26.3,57,0.461,19.3,36.7,0.526,7,20.3,0.343,14.8,21.1,0.699,10.3,28.2,38.5,12.5,6.7,3.6,14,17.6,74.3,Opponent,31,40,22.2,58.3,0.38,14.5,32,0.453,7.7,26.3,0.292,12.4,19.3,0.644,10.4,23.2,33.6,12.2,5.8,3.3,13.7,18.2,64.4,0.560,0.482
2023,2023-03-17,Southern California,Michigan State,0.075,-1.19,L,0.5,1.1,0.0,0.4,0.6,-2.0,-0.012,-0.019,2022,North Carolina,2.47,Team,39,40.4,27.6,61.8,0.447,19.2,38.3,0.501,8.4,23.5,0.358,14.3,18.7,0.764,11.5,29.8,41.3,14.9,5.2,3.9,11.7,14.5,77.9,Opponent,39,40.4,26.9,63.2,0.425,19.2,40.3,0.475,7.7,22.9,0.337,9.8,13.5,0.725,8.2,24.5,32.7,12.8,6.6,3.6,9.7,16.5,71.3,0.556,0.516
2023,2023-03-16,Tennessee,Louisiana Lafayette,-0.091,16.57,W,-9.1,-1.8,-2.8,-5.0,-5.6,-1.0,-0.046,-0.059,2022,Notre Dame,2.92,Team,35,40.6,26.1,56.4,0.463,17,32.5,0.522,9.1,23.8,0.381,11.3,15,0.753,7.2,26.8,34,14,5.2,1.9,10.4,12.7,72.6,Opponent,35,40.6,25.7,59.5,0.431,18.9,38.5,0.491,6.7,21,0.322,9.1,13.1,0.694,8.9,24.8,33.7,11.6,6,3,10.1,15,67.1,0.576,0.514
2023,2023-03-18,Tennessee,Duke,-0.068,5.01,W,-3.5,0.9,-0.2,-1.8,-2.9,-1.9,-0.018,-0.023,2022,Ohio State,3.15,Team,32,40.3,25.6,54.4,0.471,17.8,32.9,0.54,7.8,21.5,0.365,13.8,18.2,0.757,9,25.6,34.6,12.5,4.5,4.8,11.2,16.4,72.8,Opponent,32,40.3,24.1,58.1,0.415,17.1,37.2,0.458,7.1,20.9,0.338,12.4,16.9,0.731,10.3,21.7,32,11.5,6.2,2.5,10.2,17.2,67.7,0.583,0.517
2023,2023-03-23,Tennessee,Florida Atlantic,-0.215,6.92,L,-7.2,-1.0,0.5,-2.5,-3.1,-1.3,-0.031,-0.048,2022,Providence,3.00,Team,33,40.8,24.5,56.3,0.435,17.1,34.9,0.49,7.4,21.4,0.344,15.2,20.8,0.728,10.5,27.1,37.6,13.2,5,3.7,11.4,16,71.5,Opponent,33,40.8,24.3,59.4,0.409,17.9,38,0.471,6.4,21.4,0.3,11.2,16,0.696,10.2,24.2,34.4,11.2,5.8,3.7,10.5,18.3,66.2,0.546,0.498
2023,2023-03-16,Texas,Colgate,0.000,18.36,W,-0.8,0.6,0.1,0.2,-0.5,-2.4,-0.023,-0.046,2022,Purdue,2.64,Team,37,40.4,27.7,56.6,0.49,19.2,34.4,0.558,8.5,22.2,0.384,15.4,21.6,0.711,11.1,27.5,38.7,16.2,4.6,3.5,11.8,14.5,79.4,Opponent,37,40.4,25.5,60.1,0.424,17.4,35.7,0.486,8.1,24.4,0.332,9.4,13,0.721,8.6,20.5,29.1,13.6,5.9,2.4,9.5,19.4,68.4,0.601,0.520
2023,2023-03-18,Texas,Penn State,0.136,7.52,W,2.7,-0.6,0.9,1.4,0.2,-4.9,-0.002,-0.022,2022,Richmond,3.25,Team,37,40.3,25.2,57.1,0.442,17.4,33.3,0.523,7.8,23.8,0.329,12.7,17.7,0.718,7.6,24.7,32.3,14.5,7.6,2.4,9.8,13.9,71,Opponent,37,40.3,25.7,58,0.443,18.5,37.1,0.499,7.2,20.9,0.343,9.8,13.6,0.725,9.4,26.2,35.6,12.7,5.3,3.1,12.8,15.6,68.4,0.547,0.535
2023,2023-03-24,Texas,Xavier,0.029,4.53,W,-4.6,-2.2,-2.3,-2.7,-3.3,-1.6,-0.011,-0.039,2022,Saint Mary's (CA),2.69,Team,34,40,26.1,56.3,0.464,18.9,35.9,0.527,7.2,20.5,0.353,10.2,13.5,0.758,8.6,25.1,33.7,13.5,6.9,2.5,11.2,15.6,69.7,Opponent,34,40,22.9,53.7,0.427,17.8,38.5,0.461,5.1,15.2,0.339,9.6,13.4,0.721,7.1,22.4,29.5,8.5,6,3.1,12.6,14.8,60.6,0.560,0.508
2023,2023-03-26,Texas,Miami (FL),-0.017,6.58,L,-2.6,-1.1,-1.3,-1.1,-2.0,-1.9,-0.015,-0.016,2022,Saint Peter's,2.67,Team,34,40.3,23.4,54.9,0.427,17.6,38.2,0.461,5.8,16.6,0.35,14.3,20.4,0.701,10.8,25.1,35.8,12.3,7.1,5,13.4,19.7,67,Opponent,34,40.3,20.6,53.3,0.386,14.9,33.9,0.44,5.6,19.4,0.291,15.7,21.7,0.725,10.1,23.6,33.7,10.9,6.9,4.9,13.7,18,62.5,0.524,0.497
2023,2023-03-16,Texas A&M,Penn State,0.107,0.72,L,-0.5,0.1,-1.6,0.1,-1.1,-4.4,-0.013,-0.029,2022,San Diego State,3.07,Team,32,40.5,23.8,55,0.432,17.8,38.1,0.467,6,16.9,0.354,11.8,17.1,0.692,9.8,25.2,35,11.9,7.5,4.8,12.8,17.5,65.4,Opponent,32,40.5,20.4,53.2,0.384,14.4,33.1,0.435,6,20.1,0.3,11.2,16.5,0.68,9.5,23.5,33,10.5,5.8,3,14.5,17,58.1,0.523,0.480
2023,2023-03-16,Texas A&M-Corpus Christi,Alabama,-0.147,-25.76,L,1.6,2.4,5.2,3.1,1.4,-1.2,0.046,0.041,2022,San Francisco,2.87,Team,34,40.1,27.8,60.7,0.457,18.1,33.2,0.546,9.6,27.5,0.35,12.2,17.6,0.694,10.6,27.2,37.9,13,7.7,4.6,12.8,18.1,77.4,Opponent,34,40.1,24.5,57.6,0.426,19.4,40,0.484,5.1,17.5,0.294,13.6,19,0.713,8.4,24.6,33,10.7,6.1,2.9,12.9,17.3,67.8,0.565,0.514
2023,2023-03-17,Texas Christian,Arizona State,-0.021,4.32,W,2.3,-1.1,1.9,1.2,1.1,-0.8,0.014,-0.023,2022,Seton Hall,2.79,Team,32,40.2,25.3,60.2,0.42,17.9,38.5,0.466,7.3,21.6,0.338,14.1,18.8,0.753,12.1,26.4,38.5,10.3,7.1,5.4,12.1,15.6,71.9,Opponent,32,40.2,23.9,59.3,0.402,17.6,39.2,0.45,6.3,20.2,0.31,12.4,16,0.775,10.8,25,35.8,11.5,6.4,4.2,12.7,16.4,66.4,0.525,0.500
2023,2023-03-19,Texas Christian,Gonzaga,-0.212,-3.38,L,-7.9,-0.4,-0.7,-1.1,-1.4,-1.7,-0.047,-0.055,2022,South Dakota State,2.75,Team,35,40.1,30.8,59.1,0.521,21.5,38.2,0.563,9.3,20.9,0.445,14.9,19.7,0.758,7.4,28.1,35.5,15.1,6.1,2.5,11,15.3,85.9,Opponent,35,40.1,27.3,62.4,0.437,18.2,36.8,0.495,9.1,25.6,0.353,9.6,13,0.74,8.5,23.3,31.8,12.1,4.9,2.6,11.7,17.9,73.2,0.634,0.537
2023,2023-03-16,UCLA,North Carolina Asheville,0.059,23.85,W,-4.3,-3.7,-2.9,-3.5,-4.1,0.6,-0.023,-0.013,2022,Southern California,2.75,Team,34,40.3,26.8,58.9,0.455,20,39.9,0.501,6.8,18.9,0.357,12.1,18.2,0.664,11.7,28.4,40.1,14.3,5,4.4,12.2,15.6,72.4,Opponent,34,40.3,23.7,60.8,0.39,16.8,39.9,0.421,6.9,20.9,0.331,11.6,16.3,0.715,10.4,23.3,33.7,11.9,6.6,3.4,9.8,17.2,66,0.541,0.485
2023,2023-03-18,UCLA,Northwestern,0.197,8.43,W,2.2,-1.0,-0.5,0.9,-0.8,-1.1,0.006,0.000,2022,Tennessee,2.31,Team,35,40.3,26.1,60.2,0.434,17.4,36,0.485,8.7,24.2,0.36,12.5,17.4,0.715,11.7,25.2,36.9,16.5,9.3,4.3,12.3,16.9,73.5,Opponent,35,40.3,22,54.6,0.403,15.3,33.2,0.46,6.7,21.4,0.313,12.2,17.2,0.711,9.4,24.3,33.7,11.5,6.6,2.8,15.8,17.2,62.9,0.542,0.506
2023,2023-03-23,UCLA,Gonzaga,0.004,3.12,L,-12.4,-4.5,-5.3,-4.8,-5.7,-0.9,-0.051,-0.034,2022,Texas,3.38,Team,34,40.3,24.5,55.5,0.441,17.9,35.4,0.504,6.6,20,0.33,13.2,17.7,0.746,10.4,22.9,33.3,13.2,7.7,3.4,11.6,17.9,68.8,Opponent,34,40.3,20.9,50.2,0.417,15.6,33.4,0.466,5.4,16.9,0.319,13.4,19.6,0.681,9.6,22.6,32.2,9.2,5.8,3.3,14.9,17.9,60.6,0.544,0.515
2023,2023-03-16,Utah State,Missouri,0.037,2.82,L,-2.6,-3.2,-1.2,-2.9,-1.8,2.4,-0.012,0.012,2022,Texas Christian,2.57,Team,34,40.3,25.4,57.7,0.439,19.8,39.4,0.503,5.5,18.3,0.302,12.2,18.1,0.674,13,26,39,13.6,6.4,4.1,14.5,15.5,68.5,Opponent,34,40.3,23.9,57,0.42,17.8,37.1,0.48,6.1,19.9,0.309,10.9,15.4,0.709,9.2,21.4,30.6,13,7.1,3.4,12.6,16.1,64.9,0.522,0.509
2023,2023-03-17,Vermont,Marquette,-0.127,-15.44,L,-5.0,-3.7,-2.2,-1.6,-1.9,2.9,-0.003,0.008,2022,Texas Southern,3.58,Team,32,40.2,25.1,57.9,0.433,19.5,40,0.486,5.6,17.9,0.314,13.2,19.5,0.679,11.8,27.6,39.4,10.7,5.6,5.2,14.9,17.7,69,Opponent,32,40.2,23.5,58.9,0.399,17.1,38,0.451,6.4,20.9,0.304,12.7,19.7,0.647,10.7,24.1,34.7,11.4,8.1,2.5,12.1,18.4,66.1,0.519,0.489
2023,2023-03-16,Virginia,Furman,-0.013,8.39,L,-11.9,-6.0,-3.3,-4.8,-4.6,1.7,-0.032,0.009,2022,Texas Tech,3.15,Team,37,40.4,26.2,55.5,0.472,20.1,36.6,0.549,6.1,18.9,0.321,13.6,19.5,0.698,10.6,25.9,36.4,13.7,8,3.5,13.5,16.2,72.1,Opponent,37,40.4,20.6,53.4,0.386,13,29.2,0.445,7.6,24.3,0.315,11.8,17,0.69,9,21.3,30.3,11.1,6.8,2.7,15.8,18.2,60.6,0.563,0.498
2023,2023-03-17,Virginia Commonwealth,Saint Mary's (CA),0.006,-7.52,L,1.5,3.7,3.9,3.5,1.9,-3.3,0.001,-0.015,2022,UCLA,3.08,Team,35,40.7,27.6,61.4,0.45,20.9,42.2,0.494,6.8,19.2,0.353,13.4,18.1,0.741,11.3,25.3,36.6,13.9,7,3.3,8.9,15.8,75.4,Opponent,35,40.7,23.1,55.7,0.415,16.3,34.5,0.473,6.8,21.2,0.321,11.4,15.7,0.726,8.6,24.6,33.2,11.6,4.5,3.2,13.1,16.9,64.5,0.544,0.515
2023,2023-03-16,West Virginia,Maryland,-0.061,1.37,L,6.9,4.6,4.7,4.7,3.6,-2.5,0.026,0.020,2022,Vermont,3.38,Team,34,40.1,27.5,55.9,0.492,18.8,31.9,0.588,8.8,24,0.365,11,14.8,0.742,7.3,27.7,35,15.1,5.1,2.5,9.6,14,74.8,Opponent,34,40.1,22.5,54.8,0.41,15.4,34.2,0.451,7.1,20.6,0.344,8.6,12.5,0.692,6.4,22.7,29.1,9.9,4.8,2.8,11.1,16.2,60.7,0.599,0.503
2023,2023-03-17,Xavier,Kennesaw State,-0.029,15.43,W,5.5,4.5,6.4,2.5,2.7,1.3,0.012,0.026,2022,Villanova,3.08,Team,38,40.1,24.3,56.1,0.432,14.9,30.1,0.495,9.3,26,0.359,13.9,16.7,0.83,10.3,24.5,34.8,11.9,6,2.2,9.9,14.9,71.7,Opponent,38,40.1,22.7,55.6,0.408,15.4,32.1,0.481,7.2,23.4,0.308,10.2,13.9,0.734,9.9,22.8,32.7,11.3,4.7,3.4,11.8,16.3,62.7,0.565,0.508
2023,2023-03-19,Xavier,Pittsburgh,0.059,5.44,W,5.1,3.7,5.1,2.9,2.2,-0.9,0.015,0.031,2022,Virginia Tech,2.38,Team,36,40.1,25.9,55,0.471,17.1,32.4,0.526,8.9,22.6,0.392,10.1,13.5,0.751,8.5,23.5,32,14.3,5.3,3.2,10.9,14.9,70.8,Opponent,36,40.1,23.1,53.7,0.43,16.7,33.9,0.493,6.4,19.8,0.323,10.3,13.8,0.745,8.4,21.9,30.3,11.8,6.3,3,11.9,14.9,62.8,0.581,0.525
2023,2023-03-24,Xavier,Texas,-0.029,-4.53,L,4.6,4.8,7.2,3.5,3.2,1.6,0.011,0.039,2022,Wisconsin,2.27,Team,33,40,24.7,58.5,0.422,18.2,37.4,0.487,6.5,21.1,0.306,14.1,19,0.743,9.3,25.7,35,11.1,5.3,2.9,8.7,16.8,69.9,Opponent,33,40,24.6,56.7,0.435,18.5,37.6,0.49,6.2,19,0.325,10.5,15.4,0.683,8.3,26.6,34.9,11.5,4.7,3.3,11.4,18.9,66,0.523,0.520
2022,2022-03-17,Akron,UCLA,-0.054,-18.39,L,-3.4,-0.1,-0.9,-0.3,-1.0,-0.6,0.013,0.011,2022,Wright State,2.77,Team,36,40,27.4,59.4,0.461,20.9,40,0.524,6.5,19.4,0.333,14.5,18.9,0.768,10.5,24.4,34.9,14.1,5.9,3,12.2,14.5,75.8,Opponent,36,40,27,59.7,0.452,20.1,39.1,0.516,6.9,20.6,0.332,10.9,15.3,0.715,10.2,23.5,33.7,11.2,7.4,2.9,13,17.9,71.8,0.560,0.540
2022,2022-03-18,Alabama,Notre Dame,-0.103,2.75,L,8.2,7.7,6.3,5.3,5.6,-3.6,0.001,-0.028,2022,Yale,2.32,Team,31,40.2,25.6,58.1,0.442,18.8,37.2,0.506,6.8,20.9,0.328,13.7,18.6,0.735,9,26.9,35.9,12,6.2,3.2,12.8,17.5,71.8,Opponent,31,40.2,24.5,58,0.423,17.2,34,0.507,7.3,24,0.305,12.7,18.5,0.689,9.6,25.9,35.5,11.9,7.3,3.5,13.2,17.5,69.1,0.542,0.522
2022,2022-03-18,Alabama Birmingham,Houston,-0.059,-11.65,L,6.7,7.1,5.0,5.8,4.9,-1.0,0.020,0.038,2021,Abilene Christian,2.40,Team,29,40,27.1,60.4,0.449,19.5,38.2,0.509,7.6,22.2,0.344,13.9,20.5,0.678,11.3,24.8,36.1,17.7,9.7,3,13.6,19.1,75.7,Opponent,29,40,20.7,51.3,0.404,15.2,33.4,0.455,5.6,17.9,0.31,13.4,19.8,0.681,9.1,24.9,34,10.3,6.5,3.8,19.9,20,60.4,0.545,0.503
2022,2022-03-18,Arizona,Wright State,0.283,24.69,W,2.3,2.0,2.3,-2.2,-0.5,-0.5,-0.016,0.007,2021,Alabama,2.50,Team,33,40.2,28,64.4,0.435,17.5,34.4,0.507,10.5,30,0.352,13.1,18.5,0.708,12.4,28.3,40.7,14.1,8.5,4.3,13.9,18.3,79.7,Opponent,33,40.2,25.4,62.2,0.408,19.2,40.9,0.468,6.2,21.3,0.291,13.2,19.1,0.689,11.5,26.5,38,11.2,7.9,4.9,15.3,18.2,70.1,0.549,0.496
2022,2022-03-20,Arizona,Texas Christian,0.287,9.03,W,9.3,7.0,4.9,1.4,2.7,0.4,0.019,0.035,2021,Arkansas,2.60,Team,32,40.2,29.2,64.7,0.451,21.9,42.8,0.513,7.3,21.9,0.332,15.7,21.2,0.74,11.8,27.9,39.7,14.6,7.8,4.9,12.9,16.9,81.4,Opponent,32,40.2,25.4,61.2,0.415,17.7,38.1,0.463,7.8,23.1,0.336,12.2,17.8,0.687,9.8,26,35.8,12.3,6.5,3.6,15.1,19,70.8,0.550,0.513
2022,2022-03-24,Arizona,Houston,0.059,0.20,L,9.3,9.4,9.1,5.1,6.4,-0.5,0.014,0.027,2021,Baylor,2.54,Team,30,40.2,30.6,62.9,0.486,20.6,38.7,0.532,10,24.1,0.413,11.8,16.7,0.708,12.5,23.5,36,16.9,8.9,3.7,11.5,17.1,82.9,Opponent,30,40.2,23.7,54.7,0.433,17.5,36,0.487,6.2,18.8,0.329,11.9,17.1,0.695,9.9,21.8,31.7,12.3,5.6,4.1,17,16.4,65.5,0.590,0.526
2022,2022-03-17,Arkansas,Vermont,-0.091,8.46,W,4.3,8.1,5.7,5.2,4.5,-3.2,-0.023,-0.041,2021,Brigham Young,2.75,Team,27,40.6,28.7,59.6,0.483,20,36.1,0.554,8.7,23.4,0.373,11.9,16.4,0.725,9.4,29.7,39.2,16.1,4.6,2.8,13.2,18,78.1,Opponent,27,40.6,24.8,60.3,0.411,17.8,39.2,0.455,7,21.1,0.33,12.1,17.8,0.681,8.9,23.6,32.5,11.6,6.3,2,11.3,18.5,68.6,0.584,0.503
2022,2022-03-19,Arkansas,New Mexico State,-0.055,9.16,W,3.6,5.2,3.2,2.2,2.9,-0.5,0.001,-0.002,2021,California Santa Barbara,2.71,Team,27,40.4,27.4,56.8,0.482,20.7,37.5,0.551,6.7,19.3,0.347,14.5,19.3,0.751,9.3,25.9,35.2,16.2,7.4,2.8,10.9,15.9,76,Opponent,27,40.4,23.1,54.8,0.421,17.3,37.2,0.464,5.8,17.6,0.331,10.9,14.6,0.746,7.5,22.3,29.7,10.7,4.6,2.1,13.8,17.7,62.8,0.582,0.513
2022,2022-03-24,Arkansas,Gonzaga,-0.139,-9.19,W,-4.6,3.3,2.8,1.8,1.6,-1.7,-0.010,-0.024,2021,Clemson,2.53,Team,24,40.2,23.4,55.1,0.425,15.2,31.2,0.486,8.3,23.9,0.345,9.8,12.8,0.769,8.6,24,32.6,13.3,6.1,2.9,12.6,15.6,64.9,Opponent,24,40.2,22,52.7,0.418,14.8,31.1,0.477,7.2,21.6,0.334,10.6,15.3,0.697,8.8,24,32.8,11.2,6.5,3.1,14.1,15.3,61.9,0.534,0.521
2022,2022-03-26,Arkansas,Duke,-0.066,-3.28,L,-1.8,2.2,0.5,1.1,0.7,-3.0,-0.014,-0.029,2021,Cleveland State,2.56,Team,27,40.9,26,57.7,0.45,19.6,37.9,0.517,6.4,19.8,0.321,12.6,18.8,0.671,10.5,24.1,34.6,13.7,7,2.6,12.9,19.4,70.9,Opponent,27,40.9,24.1,56.7,0.425,16.7,32.7,0.512,7.4,24,0.307,15.6,21.3,0.731,11.4,24,35.4,12.7,6.4,2.9,13.8,16.6,71.2,0.537,0.539
2022,2022-03-18,Auburn,Jacksonville State,0.166,19.39,W,2.4,3.8,0.8,1.1,2.7,-0.9,-0.031,-0.045,2021,Colgate,2.64,Team,16,40.3,30.9,62.8,0.493,21.7,39.9,0.544,9.3,22.9,0.403,14.1,19.4,0.723,9.5,30.4,39.9,17.6,7.1,3.4,10.8,16.2,85.2,Opponent,16,40.3,26.1,63.5,0.41,20,40.5,0.494,6.1,23,0.264,11.4,16.7,0.685,10.2,24.9,35.1,11.1,5.5,2.9,11.9,17.6,69.6,0.597,0.491
2022,2022-03-20,Auburn,Miami (FL),0.147,7.98,L,0.5,0.9,-1.9,0.1,0.7,-1.6,-0.043,-0.028,2021,Colorado,2.56,Team,32,40,25.9,56.7,0.456,18.2,36.1,0.504,7.7,20.7,0.372,13.7,16.7,0.819,9.8,25,34.8,13.6,5.2,2.8,11.4,16.4,73.1,Opponent,32,40,22.9,54.5,0.421,16.6,35.4,0.468,6.4,19.1,0.333,11.6,15.8,0.73,8.4,22.2,30.6,11.2,4.8,2.9,13.1,16.5,63.8,0.571,0.519
2022,2022-03-17,Baylor,Norfolk State,0.013,25.64,W,1.2,1.7,1.7,1.3,-0.1,-0.3,0.014,0.005,2021,Connecticut,2.29,Team,23,40.2,26.2,60.3,0.434,19.4,40.2,0.483,6.7,20.1,0.335,12.7,17.5,0.722,13.5,24.7,38.2,12.9,6.2,5.3,11.7,18.8,71.7,Opponent,23,40.2,22.3,54,0.414,16.5,36,0.458,5.8,18,0.324,14,19.9,0.707,10.1,23,33.1,10.5,5.4,2.7,13,17,64.6,0.527,0.515
2022,2022-03-19,Baylor,North Carolina,0.094,6.23,L,-4.1,-1.4,-2.1,-2.5,-3.7,-3.5,-0.001,-0.025,2021,Creighton,2.53,Team,31,40.3,28.3,60.1,0.472,18.9,33.9,0.557,9.5,26.2,0.361,9.9,15.4,0.64,8.4,27.4,35.7,15.6,7,3.3,11,15.4,76,Opponent,31,40.3,24.9,60.9,0.408,17.3,37,0.467,7.6,23.9,0.317,10.9,15.5,0.701,10.6,26,36.7,13.1,5.5,2.8,12.5,16,68.2,0.568,0.504
2022,2022-03-17,Boise State,Memphis,0.117,-2.74,L,-7.2,-2.7,-4.7,-5.3,-3.8,2.6,-0.005,-0.001,2021,Drake,2.64,Team,31,40.3,29.3,60.6,0.483,22.3,41.4,0.537,7,19.2,0.367,10.3,14.5,0.713,10.2,25.9,36.1,13.6,7,3,10.3,15.7,75.9,Opponent,31,40.3,23.4,55.4,0.422,17.2,35.5,0.484,6.2,19.9,0.312,11.5,16,0.719,8.6,22.6,31.2,10.8,5.5,3.1,12.6,14.1,64.5,0.567,0.516
2022,2022-03-18,Cal State Fullerton,Duke,-0.146,-19.59,L,-5.7,-0.9,-1.7,0.0,-1.3,-2.5,0.000,0.010,2021,Drexel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-18,Chattanooga,Illinois,0.084,-10.57,L,-1.5,0.1,-0.1,-1.1,-1.8,-0.2,0.011,-0.019,2021,Eastern Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-18,Colgate,Wisconsin,-0.098,-12.15,L,3.4,1.2,3.3,1.2,0.7,-1.1,0.026,0.054,2021,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-17,Colorado State,Michigan,0.285,-2.75,L,-1.3,-1.0,-0.1,-1.2,-1.8,-0.5,0.016,0.011,2021,Florida State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-17,Connecticut,New Mexico State,-0.094,9.29,L,1.5,5.0,1.8,-0.1,2.5,1.0,-0.009,0.037,2021,Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-17,Creighton,San Diego State,-0.075,-1.79,W,6.1,6.7,5.6,4.0,4.8,1.3,0.009,-0.015,2021,Georgia Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-19,Creighton,Kansas,-0.157,-10.94,L,-4.9,2.1,0.3,-0.9,0.1,0.0,-0.024,-0.017,2021,Gonzaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-18,Davidson,Michigan State,0.171,-2.75,L,0.1,-0.9,-0.7,-2.4,-1.9,1.2,0.026,0.014,2021,Grand Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2022-03-18,Delaware,Villanova,-0.141,-18.99,L,4.6,3.7,4.4,4.8,3.9,-1.8,0.019,0.017,2021,Hartford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
