year,date,team,opponent,win,srs,outcome,PTS,REB,AST,STL,BLK,TOV,TS%,3P%,,,N,O,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,
2023,2023-03-24,Houston,Miami (FL),0.131,8.22,L,-9.3,-3.8,-7.2,-6.2,-6.5,0.0,-0.047,-0.042,2023,Pittsburgh,2.92,Team,36,40,25.8,57.8,0.447,16.8,32.7,0.514,9,25.1,0.36,14.4,19,0.759,10.1,26,36.1,14.1,5.1,4.1,11.1,16.3,75.1,Opponent,36,40,24.8,58.9,0.42,17.2,35.7,0.481,7.6,23.2,0.327,12.6,17.9,0.702,10.4,24.2,34.6,13.3,5.1,3.3,11.3,18,69.7,0.568,0.522
2023,2023-03-16,Howard,Kansas,-0.147,-24.24,L,2.2,2.7,4.1,2.8,2.4,-2.6,0.018,0.029,2023,Princeton,2.53,Team,32,40.5,27.1,59.6,0.455,18.6,34.7,0.536,8.5,24.9,0.342,12.8,18,0.712,10.2,28.8,39,13.4,4.9,3.3,12,16,75.5,Opponent,32,40.5,25.3,59.5,0.425,18.9,39.7,0.477,6.4,19.8,0.322,11.5,16.7,0.689,8.2,24.8,33,11.1,6.1,3.3,10.5,17.9,68.5,0.559,0.512
2023,2023-03-16,Illinois,Arkansas,0.019,-1.18,L,-0.3,2.1,0.6,-0.3,1.0,0.6,-0.010,0.009,2023,Providence,2.50,Team,33,40.8,27.3,59.8,0.456,20.7,40.8,0.508,6.6,19.1,0.346,16.1,21.7,0.742,12.1,26,38.1,14.6,6.8,4.5,11.7,15,77.3,Opponent,33,40.8,26.4,60,0.44,19.6,39.8,0.492,6.8,20.2,0.338,11.3,15.2,0.745,9.7,22.7,32.4,12.7,6,3.9,11.7,18.1,71,0.557,0.532
2023,2023-03-17,Indiana,Kent State,-0.157,7.41,W,0.7,1.8,3.4,1.6,2.5,2.2,0.004,0.028,2023,Purdue,2.23,Team,35,40.1,25.3,55.3,0.457,18.4,34.1,0.541,6.8,21.2,0.322,15.3,20.6,0.744,12.3,26.4,38.7,15.5,4.7,3.7,11.1,13.7,72.7,Opponent,35,40.1,24.1,57.8,0.416,17.6,37.3,0.472,6.4,20.5,0.314,8.2,11.1,0.738,8.1,19.7,27.9,12.3,6.1,2.9,9.9,18.9,62.7,0.565,0.500
2023,2023-03-19,Indiana,Miami (FL),-0.115,0.96,L,-3.8,0.2,-1.3,-1.7,-0.8,0.5,-0.026,-0.001,2023,Saint Mary's (CA),2.30,Team,35,40.4,25.4,55.8,0.455,17.9,35.2,0.507,7.5,20.6,0.365,12.4,17.9,0.694,10.6,24.7,35.3,12.5,6.8,3.5,10.7,16.5,70.7,Opponent,35,40.4,21.5,51.6,0.417,16.1,35.1,0.457,5.5,16.5,0.331,11.7,15.7,0.743,6.9,21.7,28.6,8,4.7,3.7,12.5,17,60.1,0.555,0.514
2023,2023-03-17,Iona,Connecticut,0.037,-15.34,L,-0.5,3.5,3.6,1.2,2.2,0.3,-0.011,0.000,2023,San Diego State,3.13,Team,39,40.3,25.3,57.7,0.438,18.3,37.8,0.485,6.9,19.9,0.348,13.6,18.9,0.722,10.9,25.4,36.3,12.9,6.7,3.9,11.6,16.3,71.2,Opponent,39,40.3,22.5,55,0.409,16.3,33.1,0.493,6.2,22,0.284,12.2,16.2,0.752,8.8,23.3,32.2,10.6,6.2,3,12.9,17.9,63.5,0.539,0.511
2023,2023-03-16,Iowa,Auburn,-0.031,-0.27,L,7.2,4.0,6.1,3.3,3.5,1.3,0.038,0.052,2023,Southern California,2.23,Team,33,40.2,25.9,56.9,0.455,19.4,38.1,0.51,6.5,18.8,0.345,14.1,18.9,0.745,9.4,25.9,35.3,13.5,6.9,5.1,12.4,17.2,72.5,Opponent,33,40.2,23.5,59.9,0.393,16.1,37.7,0.427,7.4,22.2,0.334,12.9,18.1,0.714,12.6,23.2,35.8,13.1,6.8,3,12.3,17.5,67.4,0.556,0.497
2023,2023-03-17,Iowa State,Pittsburgh,-0.083,4.77,L,-7.3,-4.0,-3.3,-1.7,-3.8,-3.5,-0.007,-0.010,2023,Tennessee,2.73,Team,36,40.1,25.2,58.3,0.433,17.6,34.9,0.503,7.7,23.3,0.329,12.6,17.9,0.708,12.9,25.5,38.4,16.7,8.3,3.6,12,16.6,70.8,Opponent,36,40.1,19.6,52.6,0.373,13.8,30.6,0.451,5.8,22,0.265,12.8,17.8,0.719,9.4,22.5,31.9,9.9,6.6,2.9,14.7,17.8,57.9,0.535,0.479
2023,2023-03-16,Kansas,Howard,0.147,24.24,W,-2.2,-1.0,-0.1,-2.3,-1.8,2.6,-0.018,-0.029,2023,Texas,2.58,Team,38,40.4,28.5,60.2,0.473,21.3,39.4,0.54,7.2,20.8,0.347,13.8,18.4,0.748,9.6,24.5,34.1,16.2,7.9,3.6,11.6,17.4,78,Opponent,38,40.4,23.8,56.1,0.425,17.5,36.6,0.479,6.3,19.5,0.324,13.8,18.9,0.732,10,24.4,34.4,11.1,5.8,3.2,15.7,17.4,67.8,0.571,0.526
2023,2023-03-18,Kansas,Arkansas,0.188,3.21,L,0.8,1.6,3.0,1.1,0.6,0.3,0.000,0.017,2023,Texas A&M,2.79,Team,35,40,23.9,55.2,0.432,17.7,36.2,0.488,6.2,19,0.326,18.9,24.9,0.759,12.4,24.4,36.8,12.5,6.7,2.3,12.3,18.2,72.8,Opponent,35,40,22.4,55,0.407,14.1,29.8,0.472,8.3,25.1,0.33,13.5,19.1,0.706,10.7,21.4,32.1,13.2,7.2,4,14,20,66.5,0.550,0.524
2023,2023-03-17,Kansas State,Montana State,-0.017,13.61,W,2.7,3.5,5.4,2.7,1.9,-1.6,-0.013,-0.012,2023,Texas A&M-Corpus Christi,2.87,Team,35,40.3,27.7,61.5,0.451,20.1,40.5,0.496,7.7,21,0.364,16.9,21.4,0.792,12.1,25.2,37.3,15.3,8.5,1.7,12.8,19,80.1,Opponent,35,40.3,25.5,57,0.448,17.3,32.4,0.533,8.2,24.6,0.335,13.9,20.5,0.68,9.7,23.9,33.6,14.7,6.5,3.4,15.1,19.1,73.2,0.565,0.554
2023,2023-03-19,Kansas State,Kentucky,0.063,1.03,W,1.9,3.3,3.7,2.1,1.4,-3.0,0.010,-0.010,2023,Texas Christian,2.53,Team,35,40.1,27.6,60.8,0.453,21.9,42.6,0.515,5.6,18.2,0.31,14.5,20.7,0.699,11.5,24.3,35.8,16.1,8,4.7,11.9,16.5,75.3,Opponent,35,40.1,24.9,58.2,0.427,18.6,37.8,0.492,6.3,20.4,0.308,12.4,17.5,0.706,10.7,24.2,34.9,13.7,6.3,4.4,15.4,16.7,68.4,0.539,0.519
2023,2023-03-23,Kansas State,Michigan State,0.106,1.54,W,3.7,2.0,3.0,2.2,0.7,-4.1,0.008,-0.033,2023,UCLA,2.29,Team,37,40,27.9,60.7,0.46,21.8,43.1,0.506,6.1,17.6,0.349,12.2,16.6,0.731,11.3,24,35.3,14.5,8.4,3.8,10,15.5,74.1,Opponent,37,40,21.9,53.8,0.408,15.5,33,0.469,6.5,20.9,0.311,10.3,14.8,0.697,9.5,22.9,32.4,11.2,4.6,2.7,15.7,16.4,60.7,0.545,0.503
2023,2023-03-25,Kansas State,Florida Atlantic,-0.193,1.87,L,1.5,3.1,6.7,3.4,2.6,-2.4,0.008,-0.019,2023,Utah State,3.15,Team,35,40.1,27.1,56.4,0.479,17.8,32.4,0.548,9.3,24,0.387,14.8,19.4,0.763,8.6,26.9,35.5,16.7,5,3.3,12.2,16.8,78.2,Opponent,35,40.1,24.9,58.7,0.423,18,38.9,0.462,6.9,19.8,0.347,13.3,17.8,0.745,8.7,22.9,31.5,11.8,5.6,2.5,11.1,18.8,69.9,0.602,0.525
2023,2023-03-17,Kennesaw State,Xavier,0.029,-15.43,L,-5.5,-1.1,-2.7,-2.1,-3.2,-1.3,-0.012,-0.026,2023,Vermont,2.69,Team,34,40.5,26.5,55.9,0.474,17.9,31.9,0.561,8.6,24,0.358,11.1,15.9,0.697,6.5,24.9,31.3,13.7,5.9,2.9,9.4,14.8,72.7,Opponent,34,40.5,24.6,54.9,0.447,17.3,34.7,0.5,7.2,20.2,0.358,10.6,14.6,0.724,7.1,25.4,32.4,11.2,5,2.6,11.4,15.5,66.9,0.578,0.545
2023,2023-03-17,Kent State,Indiana,0.157,-7.41,L,-0.7,-0.7,-1.1,-0.3,-1.1,-2.2,-0.004,-0.028,2023,Virginia,3.08,Team,33,40.2,24,53.5,0.449,17.4,34.4,0.504,6.7,19.1,0.35,13.1,18.6,0.703,8.3,24,32.2,15.7,6.8,4.3,8.5,14.3,67.8,Opponent,33,40.2,21.6,52,0.415,14.5,31.2,0.464,7.1,20.8,0.341,10.2,13.7,0.748,7.9,24,32,11.4,4.8,3.7,12.2,16.2,60.5,0.550,0.521
2023,2023-03-17,Kentucky,Providence,0.000,1.87,W,-3.0,1.9,-0.4,-1.4,-1.7,0.3,-0.009,-0.006,2023,Virginia Commonwealth,2.46,Team,35,40,24.7,53.3,0.463,18.6,35.9,0.519,6.1,17.4,0.348,15.4,22.2,0.696,9.3,23.9,33.2,13,8.9,4.6,13.4,16.4,70.9,Opponent,35,40,22.5,54.4,0.415,16.6,35.8,0.464,5.9,18.5,0.319,11.9,16.9,0.704,10.2,22.8,33.1,11.6,6.5,3.5,16.3,19.7,62.9,0.562,0.509
2023,2023-03-19,Kentucky,Kansas State,-0.063,-1.03,L,-1.9,1.7,-0.4,-1.5,-1.2,3.0,-0.010,0.010,2023,West Virginia,2.71,Team,34,40.1,25.9,57.4,0.452,18.6,36.6,0.509,7.3,20.8,0.35,16.8,22.6,0.743,11.3,22.6,33.9,13,6.7,3.1,12.9,18.6,76,Opponent,34,40.1,24.5,54.6,0.449,18,35.4,0.508,6.5,19.2,0.34,15.3,21.1,0.726,9.4,21.9,31.2,12.4,6.7,2.4,14.6,21.4,70.9,0.564,0.555
2023,2023-03-16,Louisiana Lafayette,Tennessee,0.091,-16.57,L,9.1,8.1,8.1,6.1,5.9,1.0,0.046,0.059,2023,Xavier,2.69,Team,37,40.1,30,61,0.492,22.6,42,0.538,7.4,19,0.39,13.6,19.1,0.71,10.3,27.5,37.7,19.1,6.4,3.2,12.4,16,80.9,Opponent,37,40.1,27.4,61.8,0.443,19.9,41.1,0.486,7.4,20.7,0.358,12,16.7,0.717,9.2,23.1,32.3,14.6,7,3.9,11.7,17.7,74.1,0.583,0.536
2023,2023-03-17,Marquette,Vermont,0.127,15.44,W,5.0,1.4,4.7,3.8,1.9,-2.9,0.003,-0.008,2022,Akron,2.17,Team,34,40.1,24.3,52.9,0.46,16.5,30.9,0.535,7.8,22,0.354,14.2,20.6,0.689,9.8,25.1,34.9,11.6,5.9,3.2,11.4,15.8,70.6,Opponent,34,40.1,23,54.6,0.422,16.4,35.3,0.465,6.6,19.4,0.342,10,14.1,0.706,8.7,22.3,31,9.4,5.5,2.3,11.8,18.9,62.6,0.570,0.515
2023,2023-03-19,Marquette,Michigan State,0.211,2.82,L,5.4,0.8,3.3,3.0,1.0,-2.9,0.027,-0.009,2022,Alabama,2.53,Team,33,40.2,27.6,62.8,0.44,18.4,32.9,0.559,9.2,29.9,0.309,15,20.6,0.728,13.4,26.2,39.6,14.7,7.1,4.7,14.5,18.5,79.5,Opponent,33,40.2,26.9,61.5,0.437,19.5,39.5,0.493,7.4,22,0.338,15.3,21.4,0.715,11.5,24.6,36.1,12.5,7.8,3.7,13.2,18.2,76.5,0.553,0.539
2023,2023-03-16,Maryland,West Virginia,0.061,-1.37,W,-6.9,-2.5,-4.2,-4.3,-3.1,2.5,-0.026,-0.020,2022,Alabama Birmingham,2.75,Team,35,40.4,29.6,63.2,0.468,21.7,42.2,0.514,7.9,21,0.376,13.3,18,0.739,12.1,26.1,38.3,12.9,9.5,4.2,11.5,16.5,80.3,Opponent,35,40.4,23.8,57.1,0.417,16.9,35.8,0.471,6.9,21.3,0.325,12.2,17.3,0.706,9.9,23.8,33.7,11.1,5.5,3.6,15.8,15.6,66.7,0.565,0.515
2023,2023-03-18,Maryland,Alabama,-0.217,-8.61,L,-8.5,-4.3,-1.6,-3.3,-2.5,1.5,0.020,0.017,2022,Arizona,2.21,Team,37,40.3,30.2,61.3,0.492,22.4,39.3,0.571,7.8,22,0.352,15.8,21.4,0.739,11.6,29.8,41.4,19.6,6.7,5.7,13.4,16.7,84,Opponent,37,40.3,25.1,64.9,0.387,17.7,42.4,0.418,7.4,22.5,0.328,10.5,15.6,0.674,11.9,21.9,33.8,11.8,6.9,2.9,12.8,18.8,68.1,0.594,0.474
2023,2023-03-17,Memphis,Florida Atlantic,-0.147,0.58,L,4.1,4.7,7.0,4.7,4.4,-2.2,0.007,-0.014,2022,Arkansas,2.92,Team,37,40.3,26.3,60.6,0.434,20,39.8,0.501,6.3,20.7,0.304,17.1,22.5,0.76,10.8,27,37.8,13.8,7.6,4.1,12.2,16.9,75.9,Opponent,37,40.3,23.8,57.7,0.412,16.5,35.3,0.468,7.3,22.4,0.324,13.5,18.4,0.731,9.1,25.8,34.9,12.5,6.6,3.5,14.8,19.5,68.3,0.538,0.519
2023,2023-03-17,Miami (FL),Drake,-0.013,6.14,W,6.2,5.0,6.2,5.0,4.4,-0.6,0.028,0.013,2022,Auburn,2.65,Team,34,40.6,27.7,63.7,0.435,19.7,38.4,0.513,8.1,25.4,0.318,14.7,20.1,0.731,12.8,27.6,40.4,14.7,8.4,8,12.1,18.5,78.2,Opponent,34,40.6,22.9,59.2,0.386,16.2,37.9,0.428,6.6,21.3,0.31,14.9,20.3,0.733,11.2,25.3,36.5,11.2,7.5,3.9,14.5,17.5,67.2,0.539,0.493
2023,2023-03-19,Miami (FL),Indiana,0.115,-0.96,W,3.8,1.8,3.0,2.0,1.6,-0.5,0.026,0.001,2022,Baylor,2.43,Team,34,40.3,28.3,61.3,0.462,20.2,37.8,0.536,8.1,23.5,0.343,12.4,17.8,0.697,12.9,24.3,37.2,15.9,8.8,3.4,12.4,16.1,77,Opponent,34,40.3,23.6,55.6,0.423,17.5,35.5,0.492,6.1,20.1,0.302,10.9,15.4,0.703,9.9,22.5,32.4,13.2,6.4,2.8,15.9,16.7,64.1,0.557,0.514
2023,2023-03-24,Miami (FL),Houston,-0.131,-8.22,W,9.3,8.7,9.4,8.2,7.5,0.0,0.047,0.042,2022,Boise State,3.17,Team,35,40.4,24.3,54.6,0.445,16.9,33.4,0.507,7.3,21.2,0.346,12.4,19.1,0.65,10.2,24.6,34.8,11.4,6,3.4,12.1,15,68.3,Opponent,35,40.4,22.7,53,0.427,17,35.6,0.477,5.7,17.4,0.327,9.9,13.7,0.72,7,23.2,30.1,9.9,5.2,2.9,13.2,19.2,60.9,0.542,0.516
2023,2023-03-26,Miami (FL),Texas,0.017,-6.58,W,2.6,2.2,3.8,2.8,2.0,1.9,0.015,0.016,2022,Cal State Fullerton,3.08,Team,32,40,24.8,55.7,0.445,19.3,38.9,0.494,5.5,16.7,0.329,15,19.5,0.766,9.8,23.7,33.4,11.3,7.3,2,12.1,15.8,70,Opponent,32,40,24.4,55.4,0.44,16.6,34.6,0.479,7.8,20.8,0.376,10,14.2,0.701,9,23.1,32,13.3,6.2,3.3,13.9,19.2,66.5,0.544,0.539
2023,2023-04-01,Miami (FL),Connecticut,0.024,-8.97,L,4.2,6.2,6.6,4.3,4.1,0.9,0.025,0.022,2022,Chattanooga,2.92,Team,35,40.3,27.3,58.8,0.464,19.4,36,0.54,7.9,22.9,0.345,11.7,15.6,0.746,10.8,25.3,36.1,12.8,7.2,2.1,11,15.6,74.2,Opponent,35,40.3,23.7,56.1,0.422,17,33.5,0.507,6.7,22.7,0.297,10.2,14.8,0.688,9,22.2,31.2,10.7,5.6,3.5,12.3,14.7,64.4,0.565,0.514
2023,2023-03-17,Michigan State,Southern California,-0.075,1.19,W,-0.5,0.2,1.0,-0.8,0.3,2.0,0.012,0.019,2022,Colgate,3.27,Team,35,40.1,27.5,58.1,0.474,17.6,33.6,0.525,9.9,24.5,0.404,10.6,15.2,0.697,8.8,27.3,36.2,17.1,6.1,3.6,11.3,14.5,75.6,Opponent,35,40.1,25.2,59.3,0.425,18.3,38.5,0.474,7,20.8,0.335,9.7,14.3,0.677,9.1,24.4,33.5,13.5,6.4,2.9,10.9,14.9,67.1,0.583,0.511
2023,2023-03-19,Michigan State,Marquette,-0.211,-2.82,W,-5.4,-1.0,-1.3,-1.7,-1.3,2.9,-0.027,0.009,2022,Colorado State,2.71,Team,31,40.3,26.5,55.2,0.48,18.7,33.4,0.56,7.8,21.8,0.357,12.6,16.4,0.773,6.7,25,31.7,14.3,6.4,3.1,10.1,15,73.4,Opponent,31,40.3,24,55.7,0.43,16,31.4,0.509,8,24.3,0.328,10.1,14.2,0.712,8.3,23.7,32,12,5.5,2.9,12.4,17.2,66,0.588,0.533
2023,2023-03-23,Michigan State,Kansas State,-0.106,-1.54,L,-3.7,-0.1,-0.6,-2.3,-1.5,4.1,-0.008,0.033,2022,Connecticut,2.64,Team,33,40.8,26.7,61.2,0.435,19.2,40.1,0.48,7.4,21.1,0.352,14.1,18.7,0.753,13.8,26.6,40.4,14,5.9,6.4,11.8,16.8,74.8,Opponent,33,40.8,23.1,57.4,0.403,16.5,38.7,0.426,6.6,18.7,0.353,12.5,18.2,0.687,10.1,22.8,32.9,10.3,6.3,3.3,12.2,17,65.3,0.539,0.499
2023,2023-03-16,Missouri,Utah State,-0.037,-2.82,W,2.6,1.6,4.3,4.6,2.4,-2.4,0.012,-0.012,2022,Creighton,2.08,Team,35,40.4,25.6,57.2,0.448,18.9,35.4,0.533,6.7,21.8,0.308,11.3,15.3,0.738,9.6,28.5,38.1,13.3,5.5,4.3,14.1,13.6,69.2,Opponent,35,40.4,25.1,63.3,0.396,18.4,42.3,0.436,6.7,21,0.317,9.6,13.1,0.728,11.4,24.3,35.7,11.3,6.8,3.5,10.7,15.6,66.4,0.541,0.481
2023,2023-03-18,Missouri,Princeton,0.003,6.65,L,4.7,1.6,5.4,5.0,2.7,-2.8,0.040,0.023,2022,Davidson,2.71,Team,34,40.1,26.7,55.5,0.481,17.9,32.6,0.547,8.9,22.9,0.387,13.2,17.6,0.754,7.4,26.8,34.1,14.6,4.6,2.6,9.8,14.8,75.5,Opponent,34,40.1,23.3,55.6,0.419,15.2,31.4,0.485,8.1,24.2,0.334,11.3,15.3,0.739,7.5,23.6,31.1,11.9,5,2.3,11.1,17.7,66,0.597,0.529
2023,2023-03-17,Montana State,Kansas State,0.017,-13.61,L,-2.7,-2.0,-2.1,-1.9,-2.0,1.6,0.013,0.012,2022,Delaware,2.87,Team,35,40.3,26,55.4,0.469,18.5,33.9,0.545,7.5,21.5,0.347,14,18.8,0.744,8.5,24,32.5,12.6,6.7,3.7,12.6,15.6,73.4,Opponent,35,40.3,25.1,58.4,0.43,17.7,37.6,0.472,7.4,20.9,0.353,12.6,16.5,0.76,10.4,23.1,33.5,11.5,6.4,2.7,12.7,17.5,70.2,0.576,0.535
2023,2023-03-16,North Carolina Asheville,UCLA,-0.059,-23.85,L,4.3,5.4,5.0,5.1,4.8,-0.6,0.023,0.013,2022,Duke,2.42,Team,39,40.1,29.7,60.4,0.491,21.8,38.9,0.561,7.9,21.6,0.366,12.8,17.3,0.738,10.5,27.4,37.9,16.5,6.4,5.6,10.3,13.6,80.1,Opponent,39,40.1,26.3,63.1,0.417,19.5,41.9,0.466,6.8,21.2,0.32,8.3,12,0.691,11.2,22.7,33.9,13.3,6,3.2,10.7,15.7,67.8,0.589,0.496
2023,2023-03-17,North Carolina State,Creighton,0.061,-5.33,L,1.8,2.9,1.6,2.1,2.1,-0.7,0.004,-0.014,2022,Georgia State,2.56,Team,29,40.5,24.9,62.3,0.4,17.3,39.2,0.441,7.6,23.1,0.33,13.2,18.4,0.72,13.3,24.1,37.4,13.5,8.8,4.5,11.7,16.1,70.7,Opponent,29,40.5,23.1,55.5,0.417,15.7,35.1,0.446,7.5,20.4,0.367,12,17.4,0.686,10.5,25.9,36.4,13,6.2,3.5,16.2,16.8,65.7,0.502,0.520
2023,2023-03-16,Northern Kentucky,Houston,-0.265,-23.03,L,-0.5,3.4,4.6,5.0,3.0,-1.7,0.019,0.043,2022,Gonzaga,2.36,Team,32,40,32.7,62.6,0.521,24.5,40.5,0.604,8.2,22.1,0.37,13.7,19.2,0.713,9.7,32.3,41.9,18.1,6.4,5.8,11.6,15.5,87.2,Opponent,32,40,24.7,64.8,0.38,18.1,43.3,0.418,6.6,21.6,0.305,10.3,14.8,0.699,9.8,23.5,33.4,10.2,6.1,2.9,12,18.3,66.2,0.614,0.464
2023,2023-03-16,Northwestern,Boise State,-0.071,0.90,W,-3.1,0.3,0.1,0.5,-0.5,-0.3,-0.014,-0.007,2022,Houston,2.62,Team,38,40.4,27.7,59.7,0.465,19.9,36.5,0.545,7.8,23.2,0.338,11.5,17.3,0.667,13.3,25.7,39,16.2,8,5.2,11.1,17.2,74.8,Opponent,38,40.4,19.6,52.7,0.371,13.1,30.2,0.434,6.5,22.5,0.288,13.1,18.3,0.717,10,22,32,10.8,5.9,2.3,14.2,16.9,58.8,0.556,0.484
2023,2023-03-18,Northwestern,UCLA,-0.197,-8.43,L,-2.2,2.1,1.8,2.7,1.7,1.1,-0.006,0.000,2022,Illinois,2.67,Team,33,40.3,26.2,58.3,0.448,17.2,33.5,0.514,8.9,24.9,0.359,13.2,18.7,0.706,11.5,27,38.5,15.2,5.2,3,12.4,16.3,74.4,Opponent,33,40.3,24.7,59.9,0.413,19.1,42.2,0.452,5.7,17.7,0.32,12.1,16.9,0.715,9.8,23.2,33,10.2,6.6,2.9,10.6,18.1,67.2,0.559,0.499
2023,2023-03-16,Oral Roberts,Duke,0.118,-7.28,L,9.0,6.3,5.0,3.7,4.2,0.4,0.025,0.036,2022,Indiana,2.79,Team,35,40.4,25.8,56.8,0.454,19.9,39.1,0.509,5.9,17.7,0.333,13.3,19,0.7,9.1,27,36.1,14.6,5.6,4.8,11.8,17.4,70.8,Opponent,35,40.4,22.7,57.3,0.396,15.1,34.3,0.44,7.6,22.9,0.33,13.3,17.6,0.756,9.1,24.5,33.6,10.8,6.6,2.7,12.1,17.2,66.2,0.543,0.509
2023,2023-03-16,Penn State,Texas A&M,-0.107,-0.72,W,0.5,1.1,1.1,-0.5,-0.1,4.4,0.013,0.029,2022,Iowa,2.43,Team,36,40.3,29.8,64.5,0.461,20.6,39.2,0.525,9.2,25.3,0.363,14.5,19.4,0.749,11.9,25.4,37.3,16,7.3,4.3,9.2,16.2,83.2,Opponent,36,40.3,26.4,60.3,0.437,19.2,38.4,0.499,7.2,21.9,0.329,11.3,15.8,0.711,10.8,25.1,35.9,14.4,5.3,2.9,13.6,17.8,71.2,0.570,0.529
2023,2023-03-18,Penn State,Texas,-0.136,-7.52,L,-2.7,-0.7,1.5,-0.5,-0.4,4.9,0.002,0.022,2022,Iowa State,3.18,Team,35,40.3,24.3,56.3,0.431,17.6,35.1,0.501,6.7,21.2,0.315,10.4,15.2,0.683,9.6,22.8,32.4,14.7,8.5,3.1,13.8,18.3,65.6,Opponent,35,40.3,21.7,51.1,0.425,16.1,31.7,0.508,5.6,19.5,0.289,13.5,18.8,0.718,9,24.3,33.3,11.6,7.3,4,16.6,17,62.5,0.521,0.526
2023,2023-03-17,Pittsburgh,Iowa State,0.083,-4.77,W,7.3,6.4,4.7,2.7,4.2,3.5,0.007,0.010,2022,Jacksonville State,2.69,Team,32,40.2,26.2,56.1,0.467,16.9,32.1,0.527,9.3,24,0.386,11.9,17.3,0.686,9.6,27.2,36.8,14.3,6.2,2.9,13.1,14.3,73.5,Opponent,32,40.2,24.3,59.4,0.409,15.5,32.8,0.472,8.8,26.6,0.332,9.8,12.8,0.762,9.7,23,32.7,13.2,6.3,2.7,11.8,15.6,67.2,0.577,0.517
2023,2023-03-19,Pittsburgh,Xavier,-0.059,-5.44,L,-5.1,-0.3,-2.5,-3.2,-2.1,0.9,-0.015,-0.031,2022,Kansas,2.86,Team,40,40.4,28.6,59.8,0.478,21.5,40,0.536,7.2,19.8,0.361,13.9,19.4,0.717,11,26.9,37.9,15.3,6.3,4.3,12.1,15.9,78.2,Opponent,40,40.4,24.5,60.3,0.406,18.3,39.3,0.464,6.3,21,0.298,12,16.7,0.719,10.7,22.4,33.1,11.8,6.5,3.2,12.7,17.4,67.3,0.572,0.497
2023,2023-03-16,Princeton,Arizona,-0.099,-14.32,W,-4.5,1.6,-0.9,-2.8,-1.4,1.6,-0.016,-0.019,2022,Kentucky,2.50,Team,34,40.3,30.3,62.7,0.483,24.2,45.2,0.535,6.1,17.5,0.347,12.8,17.6,0.726,13,27.2,40.1,16.1,6.8,4.2,11.6,14.3,79.4,Opponent,34,40.3,24.6,59.4,0.414,18,38.1,0.473,6.6,21.3,0.308,10.9,15.1,0.721,9,21.4,30.4,11.5,6,2.9,12.2,16.1,66.6,0.564,0.504
2023,2023-03-18,Princeton,Missouri,-0.003,-6.65,W,-4.7,-2.2,-3.6,-3.6,-2.5,2.8,-0.040,-0.023,2022,Longwood,2.47,Team,33,40.3,26.5,58.5,0.452,18.3,37,0.495,8.2,21.6,0.378,14.7,20.2,0.726,11.9,25,36.9,14.1,7.8,2.4,12.1,15.4,75.7,Opponent,33,40.3,23.9,55.1,0.434,16.2,31.1,0.521,7.7,23.9,0.32,10.3,14,0.738,7.6,22.8,30.4,11.9,5.8,3.7,14.2,18.2,65.8,0.562,0.537
2023,2023-03-24,Princeton,Creighton,0.088,-13.07,L,-0.4,3.0,0.8,-0.5,0.3,-0.6,-0.004,-0.013,2022,Louisiana State,2.00,Team,34,40.3,25.9,59,0.438,19.4,38.5,0.504,6.5,20.5,0.316,14.4,19.7,0.731,12.1,24.9,37,12.7,11,4.3,14.7,19.1,72.6,Opponent,34,40.3,21,54.5,0.386,13.9,29.1,0.476,7.1,25.4,0.282,14.2,20.6,0.69,11.1,23.6,34.8,11.4,7.2,3.4,17.8,16.7,63.4,0.536,0.499
2023,2023-03-17,Providence,Kentucky,0.000,-1.87,L,3.0,5.6,3.1,2.0,2.8,-0.3,0.009,0.006,2022,Loyola (IL),3.15,Team,33,40.6,25.9,54.4,0.476,17,31,0.55,8.9,23.4,0.379,12.1,17,0.712,7.8,26.1,33.9,14.9,6.9,2.4,12.2,17.2,72.8,Opponent,33,40.6,22,53.6,0.41,15.6,33,0.472,6.4,20.6,0.309,11.2,15.3,0.732,7.9,23.3,31.2,9.2,5.8,3.5,13.5,17.1,61.5,0.588,0.510
2023,2023-03-17,Purdue,Fairleigh Dickinson,0.282,27.21,L,-8.1,-3.4,-5.5,-6.3,-5.9,2.9,-0.035,-0.030,2022,Marquette,1.71,Team,32,40.3,26.9,59.8,0.45,18.3,34.8,0.526,8.6,25,0.344,11.6,15.7,0.741,7.8,26.9,34.8,16,7.8,5.2,12.4,17.4,74,Opponent,32,40.3,25.8,62.5,0.412,18.6,40,0.464,7.2,22.5,0.32,12.9,18.4,0.703,12.5,27,39.4,14.5,7,3.2,13.7,15.1,71.6,0.555,0.507
